id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,analysis_type
ukb-b-8476,ukb-b-6519,Worry,Loneliness,MR Egger,16,0.258257738,0.338182395,0.457744786,Network
ukb-b-8476,ukb-b-6519,Worry,Loneliness,Weighted median,16,0.462877044,0.079586056,6.03E-09,Network
ukb-b-8476,ukb-b-6519,Worry,Loneliness,Inverse variance weighted,16,0.470133968,0.0694727,1.31E-11,Network
ukb-b-8476,ukb-b-6519,Worry,Loneliness,Simple mode,16,0.458748268,0.161202367,0.012270513,Network
ukb-b-8476,ukb-b-6519,Worry,Loneliness,Weighted mode,16,0.419683918,0.131025347,0.005926428,Network
ukb-b-8476,ukb-b-5779,Alcohol,Loneliness,MR Egger intercept,16,0.004038399,0.001667694,0.029619762,Network
ukb-b-8476,ukb-b-5779,Alcohol,Loneliness,MR Egger,16,3.690233154,1.701202445,0.047776168,Network
ukb-b-8476,ukb-b-5779,Alcohol,Loneliness,Weighted median,16,0.958254682,0.245018735,9.19E-05,Network
ukb-b-8476,ukb-b-5779,Alcohol,Loneliness,Inverse variance weighted,16,0.947985528,0.37637786,0.011778665,Network
ukb-b-8476,ukb-b-5779,Alcohol,Loneliness,Simple mode,16,1.120489048,0.419354613,0.017410578,Network
ukb-b-8476,ukb-b-5779,Alcohol,Loneliness,Weighted mode,16,1.021194943,0.419497993,0.027886273,Network
ukb-b-8476,ieu-a-961,Smoking,Loneliness,MR Egger intercept,13,0.001556693,0.034802281,0.965124503,Network
ukb-b-8476,ieu-a-961,Smoking,Loneliness,MR Egger,13,3.608582635,31.22185578,0.910069351,Network
ukb-b-8476,ieu-a-961,Smoking,Loneliness,Weighted median,13,6.700143936,6.816493375,0.325641306,Network
ukb-b-8476,ieu-a-961,Smoking,Loneliness,Inverse variance weighted,13,2.036511149,5.293965266,0.700470513,Network
ukb-b-8476,ieu-a-961,Smoking,Loneliness,Simple mode,13,10.6786293,9.461018272,0.281085222,Network
ukb-b-8476,ieu-a-961,Smoking,Loneliness,Weighted mode,13,10.6786293,8.33635112,0.224406449,Network
ukb-b-8476,ieu-a-1239,Education,Loneliness,MR Egger intercept,16,0.001340876,0.002357752,0.578562705,Network
ukb-b-8476,ieu-a-1239,Education,Loneliness,MR Egger,16,-1.14844881,1.388483906,0.422041274,Network
ukb-b-8476,ieu-a-1239,Education,Loneliness,Weighted median,16,-0.409451885,0.187436638,0.028926879,Network
ukb-b-8476,ieu-a-1239,Education,Loneliness,Inverse variance weighted,16,-0.461041252,0.284483454,0.105097896,Network
ukb-b-8476,ieu-a-1239,Education,Loneliness,Simple mode,16,-0.748657103,0.362932525,0.05689049,Network
ukb-b-8476,ieu-a-1239,Education,Loneliness,Weighted mode,16,-0.525199152,0.323017567,0.124788027,Network
ukb-b-8476,ukb-b-19953,BMI,Loneliness,MR Egger intercept,16,0.002220822,0.002488387,0.387221982,Network
ukb-b-8476,ukb-b-19953,BMI,Loneliness,MR Egger,16,3.573224512,1.820262377,0.069826253,Network
ukb-b-8476,ukb-b-19953,BMI,Loneliness,Weighted median,16,0.647578624,0.19739941,0.001036049,Network
ukb-b-8476,ukb-b-19953,BMI,Loneliness,Inverse variance weighted,16,0.41146814,0.40782599,0.313007896,Network
ukb-b-8476,ukb-b-19953,BMI,Loneliness,Simple mode,16,0.912070588,0.298877044,0.008076105,Network
ukb-b-8476,ukb-b-19953,BMI,Loneliness,Weighted mode,16,0.737777013,0.260755155,0.0126843,Network
ukb-b-8476,ukb-b-5238,Intelligence,Loneliness,MR Egger intercept,16,2.08E-05,0.003822363,0.99572979,Network
ukb-b-8476,ukb-b-5238,Intelligence,Loneliness,MR Egger,16,-6.19183232,4.586765227,0.198459922,Network
ukb-b-8476,ukb-b-5238,Intelligence,Loneliness,Weighted median,16,-0.5772893,0.774026425,0.455772323,Network
ukb-b-8476,ukb-b-5238,Intelligence,Loneliness,Inverse variance weighted,16,0.008477547,0.990764433,0.993172927,Network
ukb-b-8476,ukb-b-5238,Intelligence,Loneliness,Simple mode,16,-0.289964337,1.669882806,0.864467282,Network
ukb-b-8476,ukb-b-5238,Intelligence,Loneliness,Weighted mode,16,-0.489011603,1.381913848,0.728364487,Network
ukb-b-8476,ieu-a-1018,Wellbeing,Loneliness,MR Egger intercept,13,0.001303775,0.001901423,0.507106269,Network
ukb-b-8476,ieu-a-1018,Wellbeing,Loneliness,MR Egger,13,-1.239786831,1.60586726,0.456359841,Network
ukb-b-8476,ieu-a-1018,Wellbeing,Loneliness,Weighted median,13,-1.025187689,0.297588494,0.000571093,Network
ukb-b-8476,ieu-a-1018,Wellbeing,Loneliness,Inverse variance weighted,13,-0.968517014,0.343991577,0.004869755,Network
ukb-b-8476,ieu-a-1018,Wellbeing,Loneliness,Simple mode,13,-1.240410171,0.588313256,0.056690783,Network
ukb-b-8476,ieu-a-1018,Wellbeing,Loneliness,Weighted mode,13,-1.097604013,0.554178683,0.071029386,Network
ukb-b-8476,ukb-b-4424,Sleep duration,Loneliness,MR Egger intercept,16,-0.001209427,0.002033575,0.561513772,Network
ukb-b-8476,ukb-b-4424,Sleep duration,Loneliness,MR Egger,16,-0.709648808,1.140789712,0.543895748,Network
ukb-b-8476,ukb-b-4424,Sleep duration,Loneliness,Weighted median,16,-0.173905632,0.137808577,0.206971744,Network
ukb-b-8476,ukb-b-4424,Sleep duration,Loneliness,Inverse variance weighted,16,-0.151994329,0.233040554,0.514257548,Network
ukb-b-8476,ukb-b-4424,Sleep duration,Loneliness,Simple mode,16,-0.111608831,0.203826132,0.592043053,Network
ukb-b-8476,ukb-b-4424,Sleep duration,Loneliness,Weighted mode,16,-0.144560609,0.197258802,0.474948875,Network
ukb-b-8476,ukb-b-3957,Sleeplessness,Loneliness,MR Egger intercept,16,0.001956655,0.00171445,0.27290289,Network
ukb-b-8476,ukb-b-3957,Sleeplessness,Loneliness,MR Egger,16,0.324962872,0.820784657,0.698134016,Network
ukb-b-8476,ukb-b-3957,Sleeplessness,Loneliness,Weighted median,16,0.583859376,0.119542549,1.04E-06,Network
ukb-b-8476,ukb-b-3957,Sleeplessness,Loneliness,Inverse variance weighted,16,0.664395507,0.167244052,7.11E-05,Network
ukb-b-8476,ukb-b-3957,Sleeplessness,Loneliness,Simple mode,16,0.621143652,0.19779947,0.006739134,Network
ukb-b-8476,ukb-b-3957,Sleeplessness,Loneliness,Weighted mode,16,0.606112298,0.18267909,0.004683719,Network
ukb-b-8476,ukb-b-4956,Eveningness,Loneliness,MR Egger intercept,16,0.001782988,0.002030786,0.394773208,Network
ukb-b-8476,ukb-b-4956,Eveningness,Loneliness,MR Egger,16,0.989185884,1.705350943,0.571100164,Network
ukb-b-8476,ukb-b-4956,Eveningness,Loneliness,Weighted median,16,0.22711693,0.179037681,0.204604239,Network
ukb-b-8476,ukb-b-4956,Eveningness,Loneliness,Inverse variance weighted,16,0.069454976,0.349049774,0.842276031,Network
ukb-b-8476,ukb-b-4956,Eveningness,Loneliness,Simple mode,16,0.344630716,0.251834698,0.191310542,Network
ukb-b-8476,ukb-b-4956,Eveningness,Loneliness,Weighted mode,16,0.344630716,0.23669728,0.166004234,Network
ukb-b-8476,ukb-d-SLEEP,ICD10 Insomni,Loneliness,MR Egger intercept,16,0.003976698,0.003026816,0.210028705,Network
ukb-b-8476,ukb-d-SLEEP,ICD10 Insomni,Loneliness,MR Egger,16,0.015031573,0.052364615,0.778274298,Network
ukb-b-8476,ukb-d-SLEEP,ICD10 Insomni,Loneliness,Weighted median,16,-0.014609855,0.015430001,0.343716571,Network
ukb-b-8476,ukb-d-SLEEP,ICD10 Insomni,Loneliness,Inverse variance weighted,16,-0.011262803,0.010993033,0.305580232,Network
ukb-b-8476,ukb-d-SLEEP,ICD10 Insomni,Loneliness,Simple mode,16,-0.039561106,0.030023816,0.207389828,Network
ukb-b-8476,ukb-d-SLEEP,ICD10 Insomni,Loneliness,Weighted mode,16,-0.035643221,0.027246333,0.210503476,Network
ukb-b-8476,ukb-b-4062,Happiness,Loneliness,MR Egger intercept,16,0.001435547,0.001479979,0.348517786,Network
ukb-b-8476,ukb-b-4062,Happiness,Loneliness,MR Egger,16,1.345242718,0.694973729,0.073366569,Network
ukb-b-8476,ukb-b-4062,Happiness,Loneliness,Weighted median,16,1.108429263,0.192811903,8.99E-09,Network
ukb-b-8476,ukb-b-4062,Happiness,Loneliness,Inverse variance weighted,16,1.126924796,0.14134031,1.55E-15,Network
ukb-b-8476,ukb-b-4062,Happiness,Loneliness,Simple mode,16,1.302587496,0.347595262,0.001941151,Network
ukb-b-8476,ukb-b-4062,Happiness,Loneliness,Weighted mode,16,1.302587496,0.356903681,0.002371355,Network
ukb-b-8476,ukb-b-4710,Exercise,Loneliness,MR Egger intercept,16,-0.001607865,0.002523505,0.534304895,Network
ukb-b-8476,ukb-b-4710,Exercise,Loneliness,MR Egger,16,-0.065636626,1.624933725,0.968349875,Network
ukb-b-8476,ukb-b-4710,Exercise,Loneliness,Weighted median,16,-0.197272372,0.377853061,0.601609388,Network
ukb-b-8476,ukb-b-4710,Exercise,Loneliness,Inverse variance weighted,16,0.041394644,0.329223045,0.899942214,Network
ukb-b-8476,ukb-b-4710,Exercise,Loneliness,Simple mode,16,-0.16119641,0.678407181,0.815398443,Network
ukb-b-8476,ukb-b-4710,Exercise,Loneliness,Weighted mode,16,-0.049502792,0.690458216,0.943791401,Network
ukb-b-8476,ukb-b-5076,Not socialising,Loneliness,MR Egger intercept,16,0.001143863,0.001668681,0.504228353,Network
ukb-b-8476,ukb-b-5076,Not socialising,Loneliness,MR Egger,16,-0.12547897,0.313805597,0.695292256,Network
ukb-b-8476,ukb-b-5076,Not socialising,Loneliness,Weighted median,16,0.110335007,0.077630313,0.155233146,Network
ukb-b-8476,ukb-b-5076,Not socialising,Loneliness,Inverse variance weighted,16,0.20747073,0.066160042,0.001713324,Network
ukb-b-8476,ukb-b-5076,Not socialising,Loneliness,Simple mode,16,0.01866356,0.145445117,0.899600147,Network
ukb-b-8476,ukb-b-5076,Not socialising,Loneliness,Weighted mode,16,0.025950173,0.128149746,0.84224778,Network
ukb-b-8476,ieu-a-118,Neuroticism,Loneliness,MR Egger intercept,14,0.000677706,0.003063728,0.828653537,Network
ukb-b-8476,ieu-a-118,Neuroticism,Loneliness,MR Egger,14,0.402322243,1.63059189,0.809284566,Network
ukb-b-8476,ieu-a-118,Neuroticism,Loneliness,Weighted median,14,1.112781039,0.430627244,0.009763534,Network
ukb-b-8476,ieu-a-118,Neuroticism,Loneliness,Inverse variance weighted,14,1.363748229,0.324734702,2.67E-05,Network
ukb-b-8476,ieu-a-118,Neuroticism,Loneliness,Simple mode,14,0.840483712,0.801252207,0.313305922,Network
ukb-b-8476,ieu-a-118,Neuroticism,Loneliness,Weighted mode,14,0.913441554,0.71983099,0.226703164,Network
ukb-b-8476,ukb-b-5237,Coffee intake,Loneliness,MR Egger intercept,16,-0.002686782,0.002946808,0.377327711,Network
ukb-b-8476,ukb-b-5237,Coffee intake,Loneliness,MR Egger,16,0.131954552,0.754613654,0.863690401,Network
ukb-b-8476,ukb-b-5237,Coffee intake,Loneliness,Weighted median,16,-0.297708242,0.132280947,0.024412445,Network
ukb-b-8476,ukb-b-5237,Coffee intake,Loneliness,Inverse variance weighted,16,-0.183493711,0.15381148,0.232877993,Network
ukb-b-8476,ukb-b-5237,Coffee intake,Loneliness,Simple mode,16,-0.469113205,0.215497485,0.045872184,Network
ukb-b-8476,ukb-b-5237,Coffee intake,Loneliness,Weighted mode,16,-0.406732504,0.23084185,0.098437998,Network
ukb-b-8476,ieu-a-7,CHD,Loneliness,MR Egger intercept,16,0.004330379,0.005304989,0.42800895,Network
ukb-b-8476,ieu-a-7,CHD,Loneliness,MR Egger,16,4.536330019,4.413302117,0.321440329,Network
ukb-b-8476,ieu-a-7,CHD,Loneliness,Weighted median,16,1.257523724,0.818925367,0.12464193,Network
ukb-b-8476,ieu-a-7,CHD,Loneliness,Inverse variance weighted,16,0.244906919,0.846535006,0.772347888,Network
ukb-b-8476,ieu-a-7,CHD,Loneliness,Simple mode,16,1.906578387,1.2764866,0.156012074,Network
ukb-b-8476,ieu-a-7,CHD,Loneliness,Weighted mode,16,1.650147933,1.207299481,0.191822621,Network
ukb-b-3957,ieu-a-1187,Depression,Sleeplessness,MR Egger intercept,7,0.003505644,0.006883197,0.632212886,Network
ukb-b-3957,ieu-a-1187,Depression,Sleeplessness,MR Egger,7,2.178375743,1.24741796,0.141192539,Network
ukb-b-3957,ieu-a-1187,Depression,Sleeplessness,Weighted median,7,2.446768053,0.462441499,1.22E-07,Network
ukb-b-3957,ieu-a-1187,Depression,Sleeplessness,Inverse variance weighted,7,2.872374238,0.283443119,3.91E-24,Network
ukb-b-3957,ieu-a-1187,Depression,Sleeplessness,Simple mode,7,2.347869226,0.619408575,0.009068055,Network
ukb-b-3957,ieu-a-1187,Depression,Sleeplessness,Weighted mode,7,2.386666757,0.526549866,0.003963998,Network
ukb-b-3957,ukb-b-6519,Worry,Sleeplessness,MR Egger intercept,110,0.001175253,0.001102185,0.288668534,Network
ukb-b-3957,ukb-b-6519,Worry,Sleeplessness,MR Egger,110,0.060719156,0.085111283,0.477131475,Network
ukb-b-3957,ukb-b-6519,Worry,Sleeplessness,Weighted median,110,0.073772306,0.025276378,0.003515772,Network
ukb-b-3957,ukb-b-6519,Worry,Sleeplessness,Inverse variance weighted,110,0.166134103,0.027607486,1.77E-09,Network
ukb-b-3957,ukb-b-6519,Worry,Sleeplessness,Simple mode,110,0.066692447,0.082547098,0.42088942,Network
ukb-b-3957,ukb-b-6519,Worry,Sleeplessness,Weighted mode,110,0.02841528,0.041300036,0.492901334,Network
ukb-b-3957,ukb-b-5779,Alcohol,Sleeplessness,MR Egger intercept,110,0.000518393,0.001119797,0.64434279,Network
ukb-b-3957,ukb-b-5779,Alcohol,Sleeplessness,MR Egger,110,-0.064816316,0.278366975,0.816322594,Network
ukb-b-3957,ukb-b-5779,Alcohol,Sleeplessness,Weighted median,110,0.167039603,0.07244683,0.021128214,Network
ukb-b-3957,ukb-b-5779,Alcohol,Sleeplessness,Inverse variance weighted,110,0.377664201,0.090776595,3.18E-05,Network
ukb-b-3957,ukb-b-5779,Alcohol,Sleeplessness,Simple mode,110,0.183105095,0.199345057,0.36036779,Network
ukb-b-3957,ukb-b-5779,Alcohol,Sleeplessness,Weighted mode,110,0.027386256,0.108591225,0.80136462,Network
ukb-b-3957,ieu-a-961,Smoking,Sleeplessness,MR Egger intercept,81,-0.000560956,0.01810002,0.975354076,Network
ukb-b-3957,ieu-a-961,Smoking,Sleeplessness,MR Egger,81,18.20239302,7.008720863,0.011209029,Network
ukb-b-3957,ieu-a-961,Smoking,Sleeplessness,Weighted median,81,4.982525637,2.154024874,0.020715848,Network
ukb-b-3957,ieu-a-961,Smoking,Sleeplessness,Inverse variance weighted,81,5.548915175,1.571854108,0.00041529,Network
ukb-b-3957,ieu-a-961,Smoking,Sleeplessness,Simple mode,81,1.777553448,5.783523793,0.75937731,Network
ukb-b-3957,ieu-a-961,Smoking,Sleeplessness,Weighted mode,81,0.693057087,5.646996388,0.902628535,Network
ukb-b-3957,ieu-a-1239,Education,Sleeplessness,MR Egger intercept,109,-0.000390949,0.001092895,0.721258189,Network
ukb-b-3957,ieu-a-1239,Education,Sleeplessness,MR Egger,109,-0.113233654,0.191917711,0.556426895,Network
ukb-b-3957,ieu-a-1239,Education,Sleeplessness,Weighted median,109,-0.157860248,0.045591111,0.000535137,Network
ukb-b-3957,ieu-a-1239,Education,Sleeplessness,Inverse variance weighted,109,-0.328204049,0.062818673,1.75E-07,Network
ukb-b-3957,ieu-a-1239,Education,Sleeplessness,Simple mode,109,-0.236520277,0.106876286,0.028999255,Network
ukb-b-3957,ieu-a-1239,Education,Sleeplessness,Weighted mode,109,-0.170553218,0.065325632,0.010315844,Network
ukb-b-3957,ukb-b-19953,BMI,Sleeplessness,MR Egger intercept,110,0.004353253,0.000991608,2.65E-05,Network
ukb-b-3957,ukb-b-19953,BMI,Sleeplessness,MR Egger,110,0.051622789,0.318393071,0.871502182,Network
ukb-b-3957,ukb-b-19953,BMI,Sleeplessness,Weighted median,110,0.298379392,0.053138954,1.96E-08,Network
ukb-b-3957,ukb-b-19953,BMI,Sleeplessness,Inverse variance weighted,110,0.48919593,0.103594181,2.33E-06,Network
ukb-b-3957,ukb-b-19953,BMI,Sleeplessness,Simple mode,110,0.333583284,0.107970649,0.002543796,Network
ukb-b-3957,ukb-b-19953,BMI,Sleeplessness,Weighted mode,110,0.2416933,0.062965311,0.000208011,Network
ukb-b-3957,ukb-b-5238,Intelligence,Sleeplessness,MR Egger intercept,110,0.000531006,0.001251575,0.672212827,Network
ukb-b-3957,ukb-b-5238,Intelligence,Sleeplessness,MR Egger,110,-0.551499096,0.689087119,0.425274944,Network
ukb-b-3957,ukb-b-5238,Intelligence,Sleeplessness,Weighted median,110,-0.373044184,0.202755384,0.065786865,Network
ukb-b-3957,ukb-b-5238,Intelligence,Sleeplessness,Inverse variance weighted,110,-0.377135518,0.221491863,0.088623106,Network
ukb-b-3957,ukb-b-5238,Intelligence,Sleeplessness,Simple mode,110,-0.007111698,0.422255003,0.986593304,Network
ukb-b-3957,ukb-b-5238,Intelligence,Sleeplessness,Weighted mode,110,-0.406490053,0.273630233,0.140286029,Network
ukb-b-3957,ieu-a-1018,Wellbeing,Sleeplessness,MR Egger intercept,80,3.53E-05,0.001268413,0.977847709,Main
ukb-b-3957,ieu-a-1018,Wellbeing,Sleeplessness,MR Egger,80,-0.442530761,0.27863599,0.116285876,Main
ukb-b-3957,ieu-a-1018,Wellbeing,Sleeplessness,Weighted median,80,-0.221083585,0.081155739,0.006445958,Main
ukb-b-3957,ieu-a-1018,Wellbeing,Sleeplessness,Inverse variance weighted,80,-0.303440544,0.060105618,4.45E-07,Main
ukb-b-3957,ieu-a-1018,Wellbeing,Sleeplessness,Simple mode,80,-0.182117693,0.215974065,0.401640903,Main
ukb-b-3957,ieu-a-1018,Wellbeing,Sleeplessness,Weighted mode,80,-0.147176776,0.222623395,0.510470345,Main
ukb-b-3957,ukb-b-4424,Sleep duration,Sleeplessness,MR Egger intercept,110,-0.005110135,0.00073264,2.56E-10,Replication
ukb-b-3957,ukb-b-4424,Sleep duration,Sleeplessness,MR Egger,110,-0.252086863,0.138645472,0.071803432,Replication
ukb-b-3957,ukb-b-4424,Sleep duration,Sleeplessness,Weighted median,110,-0.380448486,0.04065464,8.12E-21,Replication
ukb-b-3957,ukb-b-4424,Sleep duration,Sleeplessness,Inverse variance weighted,110,-0.531438084,0.045550462,1.88E-31,Replication
ukb-b-3957,ukb-b-4424,Sleep duration,Sleeplessness,Simple mode,110,-0.416326691,0.101315345,7.71E-05,Replication
ukb-b-3957,ukb-b-4424,Sleep duration,Sleeplessness,Weighted mode,110,-0.311245705,0.065204779,5.67E-06,Replication
ukb-b-3957,ukb-b-8476,Loneliness,Sleeplessness,MR Egger intercept,110,0.002032557,0.000992677,0.043030592,Network
ukb-b-3957,ukb-b-8476,Loneliness,Sleeplessness,MR Egger,110,0.048014104,0.052409833,0.361640986,Network
ukb-b-3957,ukb-b-8476,Loneliness,Sleeplessness,Weighted median,110,0.079630381,0.018694599,2.05E-05,Network
ukb-b-3957,ukb-b-8476,Loneliness,Sleeplessness,Inverse variance weighted,110,0.133718227,0.017097592,5.25E-15,Network
ukb-b-3957,ukb-b-8476,Loneliness,Sleeplessness,Simple mode,110,0.077769467,0.051855605,0.13657497,Network
ukb-b-3957,ukb-b-8476,Loneliness,Sleeplessness,Weighted mode,110,0.035928913,0.029043579,0.218720004,Network
ukb-b-3957,ukb-b-4956,Eveningness,Sleeplessness,MR Egger intercept,110,0.002535825,0.001085059,0.021281126,Replication
ukb-b-3957,ukb-b-4956,Eveningness,Sleeplessness,MR Egger,110,0.133025615,0.206041165,0.5198907,Replication
ukb-b-3957,ukb-b-4956,Eveningness,Sleeplessness,Weighted median,110,0.177476446,0.049781828,0.000363738,Replication
ukb-b-3957,ukb-b-4956,Eveningness,Sleeplessness,Inverse variance weighted,110,0.239027788,0.066430266,0.000320457,Replication
ukb-b-3957,ukb-b-4956,Eveningness,Sleeplessness,Simple mode,110,0.199243163,0.11220094,0.078561283,Replication
ukb-b-3957,ukb-b-4956,Eveningness,Sleeplessness,Weighted mode,110,0.221430831,0.128755871,0.088311947,Replication
ukb-b-3957,ukb-d-SLEEP,ICD10 Insomni,Sleeplessness,MR Egger intercept,110,0.000668583,0.001304412,0.60930919,Replication
ukb-b-3957,ukb-d-SLEEP,ICD10 Insomni,Sleeplessness,MR Egger,110,0.002499775,0.009504692,0.793048316,Replication
ukb-b-3957,ukb-d-SLEEP,ICD10 Insomni,Sleeplessness,Weighted median,110,0.01196468,0.004613638,0.009505189,Replication
ukb-b-3957,ukb-d-SLEEP,ICD10 Insomni,Sleeplessness,Inverse variance weighted,110,0.009143653,0.003067241,0.002872453,Replication
ukb-b-3957,ukb-d-SLEEP,ICD10 Insomni,Sleeplessness,Simple mode,110,0.0168738,0.009990513,0.094081555,Replication
ukb-b-3957,ukb-d-SLEEP,ICD10 Insomni,Sleeplessness,Weighted mode,110,0.014771014,0.007645786,0.055965865,Replication
ukb-b-3957,ukb-b-4062,Happiness,Sleeplessness,MR Egger intercept,110,0.003171078,0.001156794,0.007164467,Replication
ukb-b-3957,ukb-b-4062,Happiness,Sleeplessness,MR Egger,110,0.018028867,0.126769401,0.887172931,Replication
ukb-b-3957,ukb-b-4062,Happiness,Sleeplessness,Weighted median,110,0.172249378,0.052747502,0.001092534,Replication
ukb-b-3957,ukb-b-4062,Happiness,Sleeplessness,Inverse variance weighted,110,0.208045635,0.041170836,4.34E-07,Replication
ukb-b-3957,ukb-b-4062,Happiness,Sleeplessness,Simple mode,110,0.200231656,0.143880723,0.166861797,Replication
ukb-b-3957,ukb-b-4062,Happiness,Sleeplessness,Weighted mode,110,0.109637916,0.115486647,0.344539867,Replication
ukb-b-3957,ukb-b-4710,Exercise,Sleeplessness,MR Egger intercept,110,9.76E-05,0.001384071,0.943894171,Network
ukb-b-3957,ukb-b-4710,Exercise,Sleeplessness,MR Egger,110,0.536391556,0.374334147,0.154768572,Network
ukb-b-3957,ukb-b-4710,Exercise,Sleeplessness,Weighted median,110,0.098798991,0.120837595,0.413575355,Network
ukb-b-3957,ukb-b-4710,Exercise,Sleeplessness,Inverse variance weighted,110,-0.119509636,0.122359878,0.328714687,Network
ukb-b-3957,ukb-b-4710,Exercise,Sleeplessness,Simple mode,110,-0.637201938,0.407464143,0.120757801,Network
ukb-b-3957,ukb-b-4710,Exercise,Sleeplessness,Weighted mode,110,0.311263666,0.201880703,0.126015644,Network
ukb-b-3957,ukb-b-5076,Not socialising,Sleeplessness,MR Egger intercept,110,0.000342362,0.001086721,0.75333841,Network
ukb-b-3957,ukb-b-5076,Not socialising,Sleeplessness,MR Egger,110,0.067162149,0.065761465,0.309394873,Network
ukb-b-3957,ukb-b-5076,Not socialising,Sleeplessness,Weighted median,110,0.086749756,0.02237982,0.000106079,Network
ukb-b-3957,ukb-b-5076,Not socialising,Sleeplessness,Inverse variance weighted,110,0.134443052,0.021277225,2.64E-10,Network
ukb-b-3957,ukb-b-5076,Not socialising,Sleeplessness,Simple mode,110,0.113089034,0.058546476,0.056003904,Network
ukb-b-3957,ukb-b-5076,Not socialising,Sleeplessness,Weighted mode,110,0.052098266,0.034511117,0.134036823,Network
ukb-b-3957,ieu-a-118,Neuroticism,Sleeplessness,MR Egger intercept,95,0.001898294,0.001366285,0.168033694,Network
ukb-b-3957,ieu-a-118,Neuroticism,Sleeplessness,MR Egger,95,-0.014538011,0.30959643,0.962647439,Network
ukb-b-3957,ieu-a-118,Neuroticism,Sleeplessness,Weighted median,95,0.197535038,0.122944729,0.108120654,Network
ukb-b-3957,ieu-a-118,Neuroticism,Sleeplessness,Inverse variance weighted,95,0.286723654,0.095727263,0.002742522,Network
ukb-b-3957,ieu-a-118,Neuroticism,Sleeplessness,Simple mode,95,0.329029292,0.261149881,0.210815442,Network
ukb-b-3957,ieu-a-118,Neuroticism,Sleeplessness,Weighted mode,95,0.22634752,0.200364774,0.261486754,Network
ukb-b-3957,ukb-b-5237,Coffee intake,Sleeplessness,MR Egger intercept,110,-0.000831304,0.001261426,0.511286008,Network
ukb-b-3957,ukb-b-5237,Coffee intake,Sleeplessness,MR Egger,110,0.016573359,0.110720635,0.88129132,Network
ukb-b-3957,ukb-b-5237,Coffee intake,Sleeplessness,Weighted median,110,-0.038968953,0.035911203,0.277856314,Network
ukb-b-3957,ukb-b-5237,Coffee intake,Sleeplessness,Inverse variance weighted,110,-0.077121548,0.035758213,0.031025102,Network
ukb-b-3957,ukb-b-5237,Coffee intake,Sleeplessness,Simple mode,110,-0.131572487,0.094912758,0.168500793,Network
ukb-b-3957,ukb-b-5237,Coffee intake,Sleeplessness,Weighted mode,110,-0.003288427,0.061556588,0.9574941,Network
ukb-b-3957,ieu-a-24,Diabetes,Sleeplessness,MR Egger intercept,5,-0.005097302,0.016940916,0.783148756,Network
ukb-b-3957,ieu-a-24,Diabetes,Sleeplessness,MR Egger,5,18.22925384,9.80732034,0.160029956,Network
ukb-b-3957,ieu-a-24,Diabetes,Sleeplessness,Weighted median,5,3.877671135,1.386513632,0.005162647,Network
ukb-b-3957,ieu-a-24,Diabetes,Sleeplessness,Inverse variance weighted,5,3.594075992,1.919100548,0.061097125,Network
ukb-b-3957,ieu-a-24,Diabetes,Sleeplessness,Simple mode,5,4.385620131,1.887728735,0.080850137,Network
ukb-b-3957,ieu-a-24,Diabetes,Sleeplessness,Weighted mode,5,4.019750311,1.475282197,0.052728622,Network
ukb-b-3957,ieu-a-7,CHD,Sleeplessness,MR Egger intercept,108,0.003085456,0.001570928,0.052137105,Network
ukb-b-3957,ieu-a-7,CHD,Sleeplessness,MR Egger,108,0.148500632,0.574649595,0.796584314,Network
ukb-b-3957,ieu-a-7,CHD,Sleeplessness,Weighted median,108,0.622660935,0.20581004,0.002482916,Network
ukb-b-3957,ieu-a-7,CHD,Sleeplessness,Inverse variance weighted,108,0.851103286,0.178729768,1.92E-06,Network
ukb-b-3957,ieu-a-7,CHD,Sleeplessness,Simple mode,108,0.606020029,0.449666835,0.180598623,Network
ukb-b-3957,ieu-a-7,CHD,Sleeplessness,Weighted mode,108,0.606020029,0.314358226,0.056530791,Network
ukb-b-4956,ieu-a-1187,Depression,Eveningness,MR Egger intercept,4,-0.087057789,0.039003412,0.155279865,Network
ukb-b-4956,ieu-a-1187,Depression,Eveningness,MR Egger,4,-1.046856801,4.553000765,0.839524322,Network
ukb-b-4956,ieu-a-1187,Depression,Eveningness,Weighted median,4,4.11E-05,0.254190697,0.999871144,Network
ukb-b-4956,ieu-a-1187,Depression,Eveningness,Inverse variance weighted,4,0.049036542,0.745023014,0.947522066,Network
ukb-b-4956,ieu-a-1187,Depression,Eveningness,Simple mode,4,1.293969774,0.39195615,0.045688468,Network
ukb-b-4956,ieu-a-1187,Depression,Eveningness,Weighted mode,4,-0.657697849,0.294718631,0.111828861,Network
ukb-b-4956,ukb-b-6519,Worry,Eveningness,MR Egger intercept,156,-0.001195127,0.00199972,0.550953008,Network
ukb-b-4956,ukb-b-6519,Worry,Eveningness,MR Egger,156,-0.032895535,0.03356453,0.328589509,Network
ukb-b-4956,ukb-b-6519,Worry,Eveningness,Weighted median,156,-0.01490487,0.01001814,0.136806778,Network
ukb-b-4956,ukb-b-6519,Worry,Eveningness,Inverse variance weighted,156,-0.00511374,0.010560197,0.628210842,Network
ukb-b-4956,ukb-b-6519,Worry,Eveningness,Simple mode,156,-0.010223453,0.030627143,0.738978868,Network
